ensembl ,gene ,log2FC,pvalue,padj,cell,timepoint
ENSG00000214401,KANSL1-AS1,-0.45762246,0.154514413,1,HuH7,mid
ENSG00000214401,KANSL1-AS1,-0.207350132,0.521883333,1,HuH7,late
ENSG00000214432,AC068831.10,0.201861505,0.581055159,1,HuH7,mid
ENSG00000214432,AC068831.10,-0.155094803,0.678000562,1,HuH7,late
ENSG00000214548,MEG3,0.40575024,0.322998643,1,HuH7,mid
ENSG00000214548,MEG3,-0.036898614,0.929146319,1,HuH7,late
ENSG00000214559,RP11-323J4.1,-0.18452449,0.797392477,1,HuH7,late
ENSG00000214614,RP11-989E6.3,-0.98384676,0.087193235,1,HuH7,late
ENSG00000214650,RP11-83B20.1,-0.495398443,0.383708802,1,HuH7,late
ENSG00000214691,AC104654.1,-0.186999771,0.704032796,1,HuH7,late
ENSG00000214725,CDIPT-AS1,-0.449582389,0.105464423,1,HuH7,mid
ENSG00000214725,CDIPT-AS1,0.161761024,0.562659064,1,HuH7,late
ENSG00000214772,RP11-174G6.1,-1.111259499,0.065235463,1,HuH7,late
ENSG00000214803,RP11-37N22.1,-0.545357259,0.2879875,1,HuH7,late
ENSG00000214803,RP11-37N22.1,-0.545357259,0.2879875,1,HuH7,late
ENSG00000214870,AC004540.5,-0.218228817,0.616083504,1,HuH7,late
ENSG00000214870,AC004540.5,-0.163995078,0.701741795,1,HuH7,mid
ENSG00000214888,XXyac-YM21GA2.7,-0.543067817,0.260741078,1,HuH7,late
ENSG00000214942,AC113167.1,-0.012989188,0.986129817,1,HuH7,late
ENSG00000214970,CTC-297N7.7,-0.082729563,0.911068913,1,HuH7,late
ENSG00000215039,CD27-AS1,-0.273772402,0.568577234,1,HuH7,late
ENSG00000215039,CD27-AS1,-0.24948248,0.595929755,1,HuH7,mid
ENSG00000215068,AC025171.1,-0.247641306,0.50888586,1,HuH7,late
ENSG00000215068,AC025171.1,0.387856142,0.287162993,1,HuH7,mid
ENSG00000215117,LINC00588,0.65803735,0.250293938,1,HuH7,late
ENSG00000215196,AC091878.1,-0.110421039,0.810006685,1,HuH7,late
ENSG00000215231,LINC01020,0.247072638,0.65420027,1,HuH7,late
ENSG00000215244,RP11-563J2.2,-0.233749536,0.618511925,1,HuH7,late
ENSG00000215244,RP11-563J2.2,-0.233749536,0.618511925,1,HuH7,late
ENSG00000215386,LINC00478,-0.14370323,0.659077018,1,HuH7,late
ENSG00000215386,LINC00478,-0.365145831,0.260319739,1,HuH7,mid
ENSG00000215424,MCM3AP-AS1,-0.191016037,0.521804225,1,HuH7,mid
ENSG00000215424,MCM3AP-AS1,-0.067011929,0.824401757,1,HuH7,late
ENSG00000215458,AP001053.11,0.171080524,0.701534277,1,HuH7,mid
ENSG00000215458,AP001053.11,-0.430017863,0.345772683,1,HuH7,late
ENSG00000215808,LINC01139,-0.657575929,0.096345806,1,HuH7,mid
ENSG00000215808,LINC01139,0.030703693,0.938130199,1,HuH7,late
ENSG00000216863,LY86-AS1,0.037120109,0.930244083,1,HuH7,late
ENSG00000216863,LY86-AS1,0.195028015,0.640086705,1,HuH7,mid
ENSG00000217258,AC007249.3,-0.005425295,0.993511659,1,HuH7,late
ENSG00000218018,RP4-800J21.3,-0.207806961,0.700500402,1,HuH7,late
ENSG00000218510,LINC00339,-0.170005038,0.64988128,1,HuH7,mid
ENSG00000218510,LINC00339,0.561515606,0.134331921,1,HuH7,late
ENSG00000218510,LINC00339,-0.170005038,0.64988128,1,HuH7,mid
ENSG00000218510,LINC00339,0.561515606,0.134331921,1,HuH7,late
ENSG00000219159,AC011298.2,-0.457343554,0.43091176,1,HuH7,late
ENSG00000220908,RP11-127B16.1,-0.02235888,0.972013994,1,HuH7,late
ENSG00000222030,AC007131.1,0.121523775,0.789817618,1,HuH7,mid
ENSG00000222030,AC007131.1,0.817346135,0.074093284,1,HuH7,late
ENSG00000222035,AC079354.3,-0.100170013,0.808274575,1,HuH7,late
ENSG00000222035,AC079354.3,0.32437485,0.41456065,1,HuH7,mid
ENSG00000222041,LINC00152,0.054688367,0.847599335,1,HuH7,mid
ENSG00000222041,LINC00152,0.075297199,0.791442043,1,HuH7,late
ENSG00000222042,AP000233.4,0.752345804,0.179571977,1,HuH7,late
ENSG00000223343,RP13-131K19.2,-0.417712907,0.468996239,1,HuH7,late
ENSG00000223351,ZNF385D-AS2,0.639300056,0.298145712,1,HuH7,late
ENSG00000223358,EHHADH-AS1,-0.60005502,0.274296949,1,HuH7,late
ENSG00000223358,EHHADH-AS1,-0.60005502,0.274296949,1,HuH7,late
ENSG00000223374,AC005104.3,0.612963962,0.390500277,1,HuH7,late
ENSG00000223381,RP11-655H13.2,-0.772002302,0.281363971,1,HuH7,late
ENSG00000223381,RP11-655H13.2,-0.772002302,0.281363971,1,HuH7,late
ENSG00000223382,RP1-65J11.1,-0.359347922,0.503523384,1,HuH7,late
ENSG00000223387,RP11-408H1.3,-0.368100684,0.282798796,1,HuH7,late
ENSG00000223387,RP11-408H1.3,-0.322331493,0.333196455,1,HuH7,mid
ENSG00000223390,RP11-91A18.4,0.027340737,0.969514521,1,HuH7,late
ENSG00000223392,CLDN10-AS1,0.351858866,0.534979994,1,HuH7,late
ENSG00000223393,RP5-858B6.3,0.04541893,0.929296983,1,HuH7,late
ENSG00000223396,RPS10P7,-0.075858447,0.862014192,1,HuH7,mid
ENSG00000223396,RPS10P7,-0.68204543,0.131083273,1,HuH7,late
ENSG00000223410,RP1-191L6.2,-0.343729254,0.60664405,1,HuH7,late
ENSG00000223432,RP11-62L18.3,-0.740883214,0.310547478,1,HuH7,late
ENSG00000223440,RP11-555J4.4,-0.18242803,0.790448383,1,HuH7,late
ENSG00000223440,RP11-555J4.4,-0.18242803,0.790448383,1,HuH7,late
ENSG00000223442,AC004041.2,-0.898840279,0.106223624,1,HuH7,late
ENSG00000223446,RP11-274J16.5,-0.162091702,0.811859752,1,HuH7,late
ENSG00000223461,AC004471.9,-0.747433537,0.260541212,1,HuH7,late
ENSG00000223469,RP11-344J7.2,-1.579656028,0.034501943,1,HuH7,late
ENSG00000223473,GS1-124K5.3,-0.126431383,0.759723433,1,HuH7,late
ENSG00000223475,RP11-310H4.1,-0.742550251,0.174261372,1,HuH7,late
ENSG00000223477,LINC00842,-0.514815794,0.171480509,1,HuH7,late
ENSG00000223477,LINC00842,-0.514815794,0.171480509,1,HuH7,late
ENSG00000223478,RP11-545E17.3,-0.109350696,0.691318816,1,HuH7,late
ENSG00000223479,RP4-788P17.1,-0.519967338,0.443749799,1,HuH7,late
ENSG00000223485,RP11-417E7.1,-0.932068907,0.078268941,1,HuH7,late
ENSG00000223486,AC092198.1,-0.23881874,0.612679546,1,HuH7,late
ENSG00000223492,RP11-15M15.1,0.149496617,0.774304415,1,HuH7,late
ENSG00000223502,RP11-96B5.3,-0.621615031,0.38821187,1,HuH7,late
ENSG00000223504,RP11-542F9.1,0.578177614,0.395895342,1,HuH7,late
ENSG00000223511,RP13-297E16.4,0.542624865,0.39208553,1,HuH7,late
ENSG00000223528,RP11-223P11.3,0.524655403,0.324174189,1,HuH7,late
ENSG00000223534,HLA-DQB1-AS1,-0.33482528,0.671499154,1,HuH7,late
ENSG00000223536,AC008069.1,-0.169536222,0.798088352,1,HuH7,late
ENSG00000223537,RP5-919F19.5,1.16640394,0.129882485,1,HuH7,late
ENSG00000223542,RP1-283K11.3,0.039371472,0.949696901,1,HuH7,late
ENSG00000223548,AC034228.3,1.748668815,0.008558616,1,HuH7,late
ENSG00000223552,RP11-24F11.2,0.25139508,0.656774856,1,HuH7,late
ENSG00000223561,AC003090.1,0.038707447,0.934324823,1,HuH7,late
ENSG00000223563,AP001601.2,0.389323788,0.373249177,1,HuH7,mid
ENSG00000223563,AP001601.2,0.34363797,0.438359901,1,HuH7,late
ENSG00000223573,TINCR,0.027571215,0.947234013,1,HuH7,mid
ENSG00000223573,TINCR,-0.704667602,0.095872016,1,HuH7,late
ENSG00000223579,AC011718.2,-0.446609784,0.533466719,1,HuH7,late
ENSG00000223586,RP4-662A9.2,0.855987417,0.146324546,1,HuH7,late
ENSG00000223587,AY269186.1,-0.098673896,0.870652329,1,HuH7,late
ENSG00000223597,CTD-2296D1.5,-0.110278782,0.874872234,1,HuH7,late
ENSG00000223598,RP1-292B18.4,0.335620392,0.50285576,1,HuH7,late
ENSG00000223623,RP3-425P12.1,-0.232371426,0.749296746,1,HuH7,late
ENSG00000223626,LINC01044,-0.695311971,0.295279601,1,HuH7,late
ENSG00000223631,LINC01120,-0.507473355,0.268141541,1,HuH7,late
ENSG00000223633,RP11-143A22.1,1.833750592,0.015491222,1,HuH7,late
ENSG00000223634,AC012506.3,1.28134155,0.029821823,1,HuH7,late
ENSG00000223635,RP4-613A2.1,0.490526827,0.429621239,1,HuH7,late
ENSG00000223642,AC008277.1,-0.592853383,0.312450363,1,HuH7,late
ENSG00000223646,AC002463.3,0.766058559,0.124051425,1,HuH7,late
ENSG00000223652,AC106786.1,-0.912666586,0.120125743,1,HuH7,late
ENSG00000223653,RP11-131L23.1,-0.19020403,0.677109382,1,HuH7,late
ENSG00000223653,RP11-131L23.1,-0.19020403,0.677109382,1,HuH7,late
ENSG00000223660,AC012314.20,-0.270380819,0.687008755,1,HuH7,late
ENSG00000223662,SAMSN1-AS1,-0.231661292,0.734306804,1,HuH7,late
ENSG00000223669,RP11-93B14.4,-0.110547151,0.85947054,1,HuH7,late
ENSG00000223678,RP11-311H10.4,0.047915206,0.934188442,1,HuH7,late
ENSG00000223685,LINC00571,-0.620923315,0.280746702,1,HuH7,late
ENSG00000223695,RP4-633O19__A.1,-0.92563484,0.102558888,1,HuH7,late
ENSG00000223701,RAET1E-AS1,-0.830801728,0.261485867,1,HuH7,late
ENSG00000223711,AC091633.3,-1.055528614,0.038402427,1,HuH7,late
ENSG00000223714,RP5-1172N10.2,0.324659443,0.665881016,1,HuH7,late
ENSG00000223715,RP11-71G7.1,0.688844408,0.234004395,1,HuH7,late
ENSG00000223716,RP11-113O24.3,-0.442429397,0.563254707,1,HuH7,late
ENSG00000223725,AC007879.5,-0.226462717,0.628665412,1,HuH7,late
ENSG00000223726,CTA-929C8.7,-0.752147839,0.254800367,1,HuH7,late
ENSG00000223727,AC026188.1,-0.421270285,0.338610094,1,HuH7,late
ENSG00000223732,RP11-321C24.1,0.009001028,0.990855751,1,HuH7,late
ENSG00000223732,RP11-321C24.1,0.009001028,0.990855751,1,HuH7,late
ENSG00000223734,RP11-644K8.1,-0.624011213,0.215167319,1,HuH7,late
ENSG00000223749,MIR503HG,0.532026502,0.260827872,1,HuH7,late
ENSG00000223751,AC116609.2,-0.10559552,0.884484899,1,HuH7,late
ENSG00000223759,RP11-353N4.4,0.178931455,0.72210934,1,HuH7,late
ENSG00000223761,RP11-57C13.4,0.394459571,0.606835375,1,HuH7,late
ENSG00000223764,RP11-54O7.3,0.017113354,0.974385878,1,HuH7,mid
ENSG00000223764,RP11-54O7.3,-0.546695683,0.311399271,1,HuH7,late
ENSG00000223765,RP1-288M22.2,-0.471552114,0.546897285,1,HuH7,late
ENSG00000223768,LINC00205,0.273397391,0.341256832,1,HuH7,late
ENSG00000223768,LINC00205,0.233105461,0.412058447,1,HuH7,mid
ENSG00000223779,RP11-403I13.4,0.10421971,0.790908821,1,HuH7,late
ENSG00000223781,RP11-95K23.6,0,1,1,HuH7,late
ENSG00000223783,AC124944.5,-0.522562549,0.365245673,1,HuH7,late
ENSG00000223784,RP11-554I8.2,0.162426256,0.798660891,1,HuH7,late
ENSG00000223791,UBE2E1-AS1,-1.151069688,0.00445485,1,HuH7,late
ENSG00000223795,RP11-473E2.2,-0.086144592,0.901596148,1,HuH7,late
ENSG00000223797,ENTPD3-AS1,-0.388129131,0.200311045,1,HuH7,mid
ENSG00000223797,ENTPD3-AS1,0.050580475,0.867532782,1,HuH7,late
ENSG00000223799,IL10RB-AS1,-0.269984144,0.602561425,1,HuH7,late
ENSG00000223800,RP11-598C10.2,0.206360484,0.795412352,1,HuH7,late
ENSG00000223804,RP6-206I17.1,0.884536012,0.08537291,1,HuH7,late
ENSG00000223806,LINC00114,0.190741838,0.70135683,1,HuH7,late
ENSG00000223811,RP11-437J19.1,-0.205245367,0.78365725,1,HuH7,late
ENSG00000223813,AC007255.8,0.048856378,0.891400926,1,HuH7,late
ENSG00000223815,DIAPH3-AS2,-0.449937283,0.557280842,1,HuH7,late
ENSG00000223817,CDH23-AS1,-0.931896961,0.224358565,1,HuH7,late
ENSG00000223821,RP11-505P4.6,0.334661638,0.656867584,1,HuH7,late
ENSG00000223834,RP11-472N13.2,-1.246121883,0.077734851,1,HuH7,late
ENSG00000223838,AC007091.1,-0.200983599,0.73522268,1,HuH7,late
ENSG00000223838,AC007091.1,-0.200983599,0.73522268,1,HuH7,late
ENSG00000223838,AC007091.1,-0.200983599,0.73522268,1,HuH7,late
ENSG00000223855,AC147651.3,0.101535835,0.833753811,1,HuH7,mid
ENSG00000223855,AC147651.3,-0.510293501,0.29538773,1,HuH7,late
ENSG00000223859,AC007403.3,-0.497843072,0.427077728,1,HuH7,late
ENSG00000223863,AC008074.4,0.475140663,0.459077516,1,HuH7,late
ENSG00000223870,AP000233.3,-0.012919772,0.986494656,1,HuH7,late
ENSG00000223872,AC006372.5,-0.276505098,0.685073384,1,HuH7,late
ENSG00000223883,RP11-424D14.1,-0.875745732,0.190655378,1,HuH7,late
ENSG00000223884,AC019048.1,-0.001824486,0.997921354,1,HuH7,late
ENSG00000223907,RP11-439L8.4,0.030011069,0.949638939,1,HuH7,late
ENSG00000223911,AC009480.3,0.801207176,0.257926854,1,HuH7,late
ENSG00000223914,AC079630.2,-0.683475416,0.302514495,1,HuH7,late
ENSG00000223923,AC010136.2,-0.043964306,0.956107032,1,HuH7,late
ENSG00000223929,AC007381.2,-0.047737582,0.926132436,1,HuH7,late
ENSG00000223930,RP11-33A14.1,-0.312550678,0.504264086,1,HuH7,late
ENSG00000223930,RP11-33A14.1,-0.312550678,0.504264086,1,HuH7,late
ENSG00000223930,RP11-33A14.1,-0.312550678,0.504264086,1,HuH7,late
ENSG00000223930,RP11-33A14.1,-0.312550678,0.504264086,1,HuH7,late
ENSG00000223935,AC008074.3,-0.449884002,0.434677128,1,HuH7,late
ENSG00000223935,AC008074.3,-0.449884002,0.434677128,1,HuH7,late
ENSG00000223944,RP5-1180C18.1,-0.923320905,0.159915824,1,HuH7,late
ENSG00000223949,RP11-24J23.2,0.019609397,0.959367344,1,HuH7,late
ENSG00000223949,RP11-24J23.2,0.208682172,0.577607681,1,HuH7,mid
ENSG00000223956,RP4-710M16.2,-0.113018111,0.798288928,1,HuH7,mid
ENSG00000223956,RP4-710M16.2,0.649266781,0.14296914,1,HuH7,late
ENSG00000223960,AC009948.5,-0.30270224,0.199563426,1,HuH7,mid
ENSG00000223960,AC009948.5,-0.312944623,0.189299893,1,HuH7,late
ENSG00000223969,AC002456.2,0.621198902,0.141694655,1,HuH7,mid
ENSG00000223969,AC002456.2,0.390557143,0.360578577,1,HuH7,late
ENSG00000223975,AP001048.4,0.518680761,0.461013304,1,HuH7,late
ENSG00000223979,SMCR2,0.176637831,0.787201598,1,HuH7,late
ENSG00000223985,AC093326.1,0.61736724,0.42097818,1,HuH7,late
ENSG00000223991,AC104809.2,0.039313453,0.940030525,1,HuH7,late
ENSG00000223993,RP11-475D12.1,-0.2333725,0.769425805,1,HuH7,late
ENSG00000223999,LL22NC03-102D1.18,0.789879983,0.259812893,1,HuH7,late
ENSG00000224000,RP3-471M13.2,-1.11018612,0.124783782,1,HuH7,late
ENSG00000224008,RP5-1010E17.2,0.625441024,0.176037569,1,HuH7,late
ENSG00000224015,AC063976.3,0.934477194,0.182292495,1,HuH7,late
ENSG00000224017,AC005022.1,-0.353571503,0.502971141,1,HuH7,late
ENSG00000224018,AP000470.2,-0.157598938,0.801582234,1,HuH7,late
ENSG00000224020,MIR181A2HG,-0.620806721,0.088997423,1,HuH7,late
ENSG00000224020,MIR181A2HG,0.060662228,0.866006853,1,HuH7,mid
ENSG00000224023,RP11-383C5.4,-0.270742466,0.622939999,1,HuH7,late
ENSG00000224027,RP1-231P7P.1,-0.036642562,0.959293361,1,HuH7,late
ENSG00000224028,AC073928.2,-0.382770362,0.483702024,1,HuH7,late
ENSG00000224032,EPB41L4A-AS1,0.082622474,0.788120465,1,HuH7,mid
ENSG00000224032,EPB41L4A-AS1,-0.22148895,0.482344045,1,HuH7,late
ENSG00000224034,RP11-445P17.8,0.635483033,0.330372096,1,HuH7,late
ENSG00000224037,RP4-781K5.7,-0.161797067,0.771102091,1,HuH7,late
ENSG00000224046,AC005076.5,-0.270509122,0.429142795,1,HuH7,late
ENSG00000224046,AC005076.5,-0.219524997,0.517785254,1,HuH7,mid
ENSG00000224048,AC104777.4,0.183313848,0.745428346,1,HuH7,late
ENSG00000224050,RP1-90G24.6,0.503057806,0.312491795,1,HuH7,late
ENSG00000224057,EGFR-AS1,-0.331965826,0.36492302,1,HuH7,late
ENSG00000224057,EGFR-AS1,-0.042854319,0.905934016,1,HuH7,mid
ENSG00000224063,AC007319.1,-0.361341525,0.169939189,1,HuH7,mid
ENSG00000224063,AC007319.1,0.496601924,0.059342642,1,HuH7,late
ENSG00000224074,LINC00691,0.414028521,0.342916414,1,HuH7,mid
ENSG00000224074,LINC00691,-0.226014871,0.61205688,1,HuH7,late
ENSG00000224075,TTTY22,0,1,1,HuH7,late
ENSG00000224081,LINC01057,0.066227317,0.855308892,1,HuH7,late
ENSG00000224081,LINC01057,0.373057363,0.298813374,1,HuH7,mid
ENSG00000224086,LL22NC03-86G7.1,-0.007682606,0.985131323,1,HuH7,late
ENSG00000224093,RP5-1033H22.2,0.385583493,0.330499723,1,HuH7,late
ENSG00000224093,RP5-1033H22.2,-0.096380401,0.806856616,1,HuH7,mid
ENSG00000224095,AC108051.1,-0.641222863,0.359134003,1,HuH7,late
ENSG00000224107,LINC00633,0,1,1,HuH7,late
ENSG00000224116,INHBA-AS1,-0.149361095,0.726497187,1,HuH7,late
ENSG00000224116,INHBA-AS1,0.398062697,0.337767093,1,HuH7,mid
ENSG00000224122,POU6F2-AS1,-0.552353594,0.205303147,1,HuH7,mid
ENSG00000224122,POU6F2-AS1,0.214881802,0.622367389,1,HuH7,late
ENSG00000224127,RP11-510C10.2,-0.743306891,0.195034218,1,HuH7,late
ENSG00000224128,AC107057.2,-1.057426133,0.114325266,1,HuH7,late
ENSG00000224137,AC079767.4,-0.805989259,0.181049562,1,HuH7,late
ENSG00000224138,AC000123.4,0.360024719,0.44673525,1,HuH7,late
ENSG00000224141,AL109763.2,-0.063835271,0.856481949,1,HuH7,late
ENSG00000224141,AL109763.2,-0.267795237,0.446266801,1,HuH7,mid
ENSG00000224149,RP11-510C10.3,-0.093075006,0.82632066,1,HuH7,late
ENSG00000224152,AC009506.1,-0.058642329,0.88622405,1,HuH7,mid
ENSG00000224152,AC009506.1,0.567635551,0.168649978,1,HuH7,late
ENSG00000224157,HCG14,-0.650052627,0.199495272,1,HuH7,late
ENSG00000224165,DNAJC27-AS1,-0.220383499,0.426978396,1,HuH7,mid
ENSG00000224165,DNAJC27-AS1,-0.498128148,0.080739996,1,HuH7,late
ENSG00000224167,RP3-522D1.1,-1.465514645,0.057732469,1,HuH7,late
ENSG00000224173,AC007422.1,-0.921738774,0.089840815,1,HuH7,late
ENSG00000224174,RP4-798A10.4,-1.098928973,0.157787802,1,HuH7,late
ENSG00000224177,LINC00570,-0.59807151,0.252217386,1,HuH7,late
ENSG00000224184,AC096559.1,-0.216783226,0.627319464,1,HuH7,mid
ENSG00000224184,AC096559.1,-0.64679285,0.16136813,1,HuH7,late
ENSG00000224184,AC096559.1,-0.216783226,0.627319464,1,HuH7,mid
ENSG00000224184,AC096559.1,-0.64679285,0.16136813,1,HuH7,late
ENSG00000224184,AC096559.1,-0.216783226,0.627319464,1,HuH7,mid
ENSG00000224184,AC096559.1,-0.64679285,0.16136813,1,HuH7,late
ENSG00000224184,AC096559.1,-0.216783226,0.627319464,1,HuH7,mid
ENSG00000224184,AC096559.1,-0.64679285,0.16136813,1,HuH7,late
ENSG00000224189,HOXD-AS1,-0.149663162,0.457697792,1,HuH7,late
ENSG00000224190,RP11-442O18.2,-0.222791458,0.765439712,1,HuH7,late
ENSG00000224194,AC008278.3,0.186018632,0.795346472,1,HuH7,late
ENSG00000224204,PHEX-AS1,0.047223138,0.944319746,1,HuH7,late
ENSG00000224209,LINC00466,0.166160073,0.722455036,1,HuH7,late
ENSG00000224215,RP11-371A19.2,0.51024019,0.440314825,1,HuH7,late
ENSG00000224218,RP11-359D14.3,0.319184632,0.692367869,1,HuH7,late
ENSG00000224220,AC104699.1,-0.659295555,0.351521284,1,HuH7,late
ENSG00000224222,RP11-262I2.2,-0.179075952,0.788934551,1,HuH7,late
ENSG00000224235,RP5-1027O11.1,-0.473945645,0.44742685,1,HuH7,late
ENSG00000224239,AC090044.2,-0.564444485,0.421082967,1,HuH7,late
ENSG00000224243,LINC00403,-0.714504312,0.299354802,1,HuH7,late
ENSG00000224259,LINC01133,-0.630537738,0.266771626,1,HuH7,late
ENSG00000224260,RP1-272L16.1,-0.654284856,0.239317102,1,HuH7,late
ENSG00000224265,RP11-168L22.2,-0.059068549,0.940026964,1,HuH7,late
ENSG00000224271,RP11-191L9.4,-0.362512192,0.419974941,1,HuH7,late
ENSG00000224272,AC114730.3,-0.082717115,0.808579379,1,HuH7,late
ENSG00000224276,RP11-336K24.5,-0.369569182,0.547168252,1,HuH7,late
ENSG00000224277,AP000345.2,-0.034795809,0.961512396,1,HuH7,late
ENSG00000224286,LINC01142,0.147566326,0.764871481,1,HuH7,late
ENSG00000224292,AF196972.9,-0.099397221,0.80170435,1,HuH7,late
ENSG00000224292,AF196972.9,-0.483664038,0.219495095,1,HuH7,mid
ENSG00000224301,RP11-144G16.1,-0.205144712,0.776408037,1,HuH7,late
ENSG00000224303,RP11-327I22.5,0.208304664,0.7964315,1,HuH7,late
ENSG00000224307,RP11-344B5.2,0.111202013,0.85301282,1,HuH7,late
ENSG00000224311,RP11-40H20.4,-0.326509734,0.617097834,1,HuH7,late
ENSG00000224322,AC004009.3,0.599585904,0.18941474,1,HuH7,late
ENSG00000224330,AC005019.3,-0.477916432,0.542681843,1,HuH7,late
ENSG00000224342,AC007879.1,-0.609464946,0.353478197,1,HuH7,late
ENSG00000224347,SCEL-AS1,-0.613786152,0.43528929,1,HuH7,late
ENSG00000224349,RP11-462G2.2,-0.122826771,0.86770683,1,HuH7,late
ENSG00000224358,RP11-466F5.8,-1.138765863,0.007973455,1,HuH7,late
ENSG00000224371,RP11-235G24.1,-0.487183574,0.40728273,1,HuH7,late
ENSG00000224382,LINC00703,0.381149283,0.396399162,1,HuH7,late
ENSG00000224394,GPC6-AS2,0.419126685,0.524541927,1,HuH7,late
ENSG00000224394,GPC6-AS2,0.419126685,0.524541927,1,HuH7,late
ENSG00000224397,RP11-290F20.3,0.431927238,0.254885322,1,HuH7,mid
ENSG00000224397,RP11-290F20.3,-0.564926119,0.165938813,1,HuH7,late
ENSG00000224400,AC010880.1,-0.405567939,0.577443799,1,HuH7,late
ENSG00000224404,LL22NC03-13G6.2,0.879634076,0.176825327,1,HuH7,late
ENSG00000224405,LINC00572,-0.545136586,0.460934622,1,HuH7,late
ENSG00000224406,RP11-48F14.1,-0.236636988,0.616360975,1,HuH7,late
ENSG00000224406,RP11-48F14.1,-0.236636988,0.616360975,1,HuH7,late
ENSG00000224413,AP001476.2,-0.248647496,0.644428823,1,HuH7,late
ENSG00000224418,STK24-AS1,0.030350779,0.945399757,1,HuH7,late
ENSG00000224429,LINC00422,-0.069513263,0.882983526,1,HuH7,late
ENSG00000224445,RP11-413P11.1,0.606557638,0.288087349,1,HuH7,late
ENSG00000224459,RP11-169K16.4,-0.613937676,0.322173466,1,HuH7,late
ENSG00000224467,AC009313.1,0.900966686,0.13931201,1,HuH7,late
ENSG00000224477,RP1-81D8.3,-0.236251111,0.769119895,1,HuH7,late
ENSG00000224478,RP11-13P5.1,0.186666834,0.718547821,1,HuH7,late
ENSG00000224481,RP11-495P10.3,-0.234997019,0.6840725,1,HuH7,late
ENSG00000224504,RP11-475D12.2,0.213647761,0.666513971,1,HuH7,late
ENSG00000224506,RP1-293L8.2,0.636557132,0.275743399,1,HuH7,late
ENSG00000224509,AC010884.1,-0.129656418,0.828778272,1,HuH7,late
ENSG00000224514,LINC00620,-0.088996176,0.86273687,1,HuH7,late
ENSG00000224516,AC068134.8,0.086151731,0.840293047,1,HuH7,late
ENSG00000224517,HTR2A-AS1,1.771430773,0.012903255,1,HuH7,late
ENSG00000224521,RP11-438F14.3,-0.647723482,0.393665058,1,HuH7,late
ENSG00000224525,RP11-561I11.3,1.457814687,0.016924659,1,HuH7,late
ENSG00000224532,RP3-470L22.1,0.230947102,0.715689644,1,HuH7,late
ENSG00000224533,TMLHE-AS1,-0.391162969,0.619092677,1,HuH7,late
ENSG00000224535,RP11-61J19.2,-1.944700858,0.010607599,1,HuH7,late
ENSG00000224536,RP11-134G8.7,-0.220554483,0.753818114,1,HuH7,late
ENSG00000224541,AP001439.2,0.542656025,0.392536324,1,HuH7,late
ENSG00000224559,LINC01087,0.27266391,0.562811577,1,HuH7,late
ENSG00000224565,RP1-148H17.1,-0.55717555,0.240888346,1,HuH7,late
ENSG00000224568,AC096669.3,-0.539624034,0.300974624,1,HuH7,late
ENSG00000224577,LINC01117,0.102184382,0.87258335,1,HuH7,late
ENSG00000224582,LINC01015,0.077288416,0.868923164,1,HuH7,late
ENSG00000224592,RP5-884C9.2,-0.000584886,0.999095386,1,HuH7,late
ENSG00000224596,ZMIZ1-AS1,-0.247246818,0.543131532,1,HuH7,mid
ENSG00000224596,ZMIZ1-AS1,-0.172737108,0.674976902,1,HuH7,late
ENSG00000224605,RP1-177I10.1,-0.235402195,0.748206334,1,HuH7,late
ENSG00000224613,RP11-153F1.1,1.322725593,0.060079862,1,HuH7,late
ENSG00000224614,TNK2-AS1,0.037877849,0.948332783,1,HuH7,late
ENSG00000224616,RP11-305E17.6,0.372442334,0.218442021,1,HuH7,late
ENSG00000224616,RP11-305E17.6,0.108177208,0.716323878,1,HuH7,mid
ENSG00000224626,AC106053.1,0.312226514,0.671137238,1,HuH7,late
ENSG00000224635,RP4-564F22.5,-0.150216492,0.720241422,1,HuH7,mid
ENSG00000224635,RP4-564F22.5,-0.348833184,0.419475449,1,HuH7,late
ENSG00000224638,AC106900.6,-0.040002264,0.956063482,1,HuH7,late
ENSG00000224643,AC064871.3,0.514237581,0.46474248,1,HuH7,late
ENSG00000224649,AF124730.4,-0.117730392,0.86479347,1,HuH7,late
ENSG00000224652,LINC00885,-0.927336883,0.066931691,1,HuH7,late
ENSG00000224652,LINC00885,0.026266907,0.957417957,1,HuH7,mid
ENSG00000224655,AC018737.3,-0.922553999,0.100234724,1,HuH7,late
ENSG00000224661,AC010907.5,0.933687701,0.177308681,1,HuH7,late
ENSG00000224666,RP1-50J22.4,0.213225409,0.762692245,1,HuH7,late
ENSG00000224675,AC009227.2,0.366788636,0.459099759,1,HuH7,late
ENSG00000224687,RASAL2-AS1,-0.18452622,0.634620212,1,HuH7,late
ENSG00000224687,RASAL2-AS1,-0.244703637,0.51774166,1,HuH7,mid
ENSG00000224700,RP11-697E14.2,0.934721303,0.123288223,1,HuH7,late
ENSG00000224702,RP11-38C18.2,-0.38228793,0.603399557,1,HuH7,late
ENSG00000224711,RP5-988G17.1,0.051299629,0.928974825,1,HuH7,late
ENSG00000224713,AC025165.8,0.135612927,0.808846151,1,HuH7,late
ENSG00000224717,RP11-576D8.4,-0.384883739,0.40740323,1,HuH7,late
ENSG00000224721,AC007182.6,-0.039772198,0.944020854,1,HuH7,late
