ensembl ,gene ,log2FC,pvalue,padj,cell,timepoint
ENSG00000253308,RP1-170O19.17,-0.465673458,0.499076359,NA,HepG2,mid
ENSG00000253308,RP1-170O19.17,0.102896024,0.864161731,NA,HuH7,mid
ENSG00000253308,RP1-170O19.17,-0.185711119,0.739504672,NA,HuH7,early
ENSG00000253311,AC011343.1,0.417135678,0.387108257,NA,HuH7,mid
ENSG00000253311,AC011343.1,-0.050375818,0.926926758,NA,HepG2,mid
ENSG00000253311,AC011343.1,-0.199869948,0.654433694,NA,HuH7,early
ENSG00000253314,LINC00293,0.097597424,0.857629318,NA,HepG2,mid
ENSG00000253314,LINC00293,0.19916118,0.660220062,NA,HuH7,mid
ENSG00000253314,LINC00293,0.110955141,0.789850888,NA,HuH7,early
ENSG00000253315,CTB-11I22.2,0.005916002,0.990874268,NA,HuH7,early
ENSG00000253315,CTB-11I22.2,0.529993585,0.428373629,NA,HepG2,late
ENSG00000253315,CTB-11I22.2,0.340432997,0.538557585,NA,HuH7,mid
ENSG00000253315,CTB-11I22.2,0.720585253,0.2864979,NA,HepG2,early
ENSG00000253315,CTB-11I22.2,0.740066646,0.227535209,NA,HepG2,mid
ENSG00000253317,RP11-142A23.1,0.558064411,0.393422674,NA,HuH7,mid
ENSG00000253317,RP11-142A23.1,-0.295504197,0.694903613,NA,HepG2,late
ENSG00000253317,RP11-142A23.1,0.29912458,0.627815967,NA,HuH7,early
ENSG00000253317,RP11-142A23.1,-2.072939672,0.006653429,NA,HepG2,early
ENSG00000253317,RP11-142A23.1,-1.05836758,0.145325345,NA,HepG2,mid
ENSG00000253321,RP11-61G23.2,-0.32603223,0.635955966,NA,HuH7,early
ENSG00000253321,RP11-61G23.2,0.585413491,0.452350032,NA,HepG2,mid
ENSG00000253321,RP11-61G23.2,1.574446306,0.048016072,NA,HepG2,early
ENSG00000253321,RP11-61G23.2,-0.819348896,0.265142187,NA,HuH7,mid
ENSG00000253321,RP11-61G23.2,-0.269729097,0.734325522,NA,HepG2,late
ENSG00000253327,RAD21-AS1,-0.318852342,0.465116378,NA,HuH7,early
ENSG00000253327,RAD21-AS1,-0.690386506,0.151050694,NA,HuH7,mid
ENSG00000253327,RAD21-AS1,0.475784564,0.383919156,NA,HepG2,mid
ENSG00000253342,RP11-219J21.2,-0.024015386,0.972112982,NA,HuH7,early
ENSG00000253342,RP11-219J21.2,-0.591372023,0.455534141,NA,HepG2,late
ENSG00000253342,RP11-219J21.2,-0.20019721,0.798547596,NA,HepG2,mid
ENSG00000253342,RP11-219J21.2,-0.406025191,0.609471309,NA,HepG2,early
ENSG00000253342,RP11-219J21.2,-0.503597308,0.491917664,NA,HuH7,mid
ENSG00000253348,MIR4454,0.261013749,0.666421225,NA,HuH7,mid
ENSG00000253348,MIR4454,0.248659086,0.729960783,NA,HepG2,late
ENSG00000253348,MIR4454,-0.56351348,0.442889916,NA,HepG2,early
ENSG00000253348,MIR4454,-0.342088549,0.616835052,NA,HepG2,mid
ENSG00000253348,MIR4454,0.362748688,0.518411628,NA,HuH7,early
ENSG00000253348,MIR4454,0.261013749,0.666421225,NA,HuH7,mid
ENSG00000253348,MIR4454,0.248659086,0.729960783,NA,HepG2,late
ENSG00000253348,MIR4454,-0.56351348,0.442889916,NA,HepG2,early
ENSG00000253348,MIR4454,-0.342088549,0.616835052,NA,HepG2,mid
ENSG00000253348,MIR4454,0.362748688,0.518411628,NA,HuH7,early
ENSG00000253351,KB-1047C11.1,-0.090564163,0.908373553,NA,HepG2,mid
ENSG00000253351,KB-1047C11.1,-0.065914228,0.934086791,NA,HepG2,early
ENSG00000253351,KB-1047C11.1,0.288757187,0.697387793,NA,HuH7,mid
ENSG00000253351,KB-1047C11.1,-0.864822347,0.276040668,NA,HepG2,late
ENSG00000253351,KB-1047C11.1,0.20807139,0.76803947,NA,HuH7,early
ENSG00000253354,CTA-392C11.2,-0.887355735,0.225291289,NA,HepG2,mid
ENSG00000253354,CTA-392C11.2,-0.76753575,0.312073302,NA,HepG2,early
ENSG00000253354,CTA-392C11.2,-0.930595457,0.223781429,NA,HepG2,late
ENSG00000253354,CTA-392C11.2,-0.076912795,0.893365854,NA,HuH7,early
ENSG00000253354,CTA-392C11.2,-0.061315419,0.920770941,NA,HuH7,mid
ENSG00000253356,RP11-90P5.2,1.349041965,0.088917217,NA,HepG2,late
ENSG00000253356,RP11-90P5.2,0.465840335,0.555951999,NA,HuH7,mid
ENSG00000253356,RP11-90P5.2,0.64124938,0.413131027,NA,HepG2,early
ENSG00000253356,RP11-90P5.2,0.016787941,0.983268402,NA,HepG2,mid
ENSG00000253356,RP11-90P5.2,0.145468906,0.849926906,NA,HuH7,early
ENSG00000253358,GS1-251I9.3,0.661637839,0.261422689,NA,HuH7,early
ENSG00000253358,GS1-251I9.3,1.506948058,0.042618767,NA,HepG2,early
ENSG00000253358,GS1-251I9.3,0.655854961,0.384985986,NA,HepG2,late
ENSG00000253358,GS1-251I9.3,0.135920525,0.831809676,NA,HuH7,mid
ENSG00000253358,GS1-251I9.3,0.264349571,0.712237362,NA,HepG2,mid
ENSG00000253361,RP11-675F6.3,0.158032413,0.774089592,NA,HuH7,mid
ENSG00000253361,RP11-675F6.3,-0.517337269,0.367761507,NA,HepG2,mid
ENSG00000253361,RP11-675F6.3,0.33796636,0.505247224,NA,HuH7,early
ENSG00000253369,RP11-1081M5.1,1.036100507,0.199235506,NA,HepG2,mid
ENSG00000253369,RP11-1081M5.1,0.240579379,0.764427886,NA,HuH7,mid
ENSG00000253369,RP11-1081M5.1,0.305746138,0.697893998,NA,HepG2,late
ENSG00000253369,RP11-1081M5.1,0.450637438,0.564776843,NA,HepG2,early
ENSG00000253369,RP11-1081M5.1,-0.048417646,0.950853515,NA,HuH7,early
ENSG00000253371,RP11-587H10.1,0.243528538,0.728671136,NA,HuH7,mid
ENSG00000253371,RP11-587H10.1,0.117543078,0.859315247,NA,HuH7,early
ENSG00000253371,RP11-587H10.1,-0.247571181,0.753147027,NA,HepG2,late
ENSG00000253371,RP11-587H10.1,0.329838653,0.674572252,NA,HepG2,early
ENSG00000253371,RP11-587H10.1,0.170016016,0.823052798,NA,HepG2,mid
ENSG00000253374,RP11-257P3.3,-0.310318085,0.625151944,NA,HepG2,mid
ENSG00000253374,RP11-257P3.3,0.04559446,0.927873028,NA,HuH7,early
ENSG00000253374,RP11-257P3.3,-2.202452754,0.00239486,NA,HepG2,early
ENSG00000253374,RP11-257P3.3,0.598132779,0.268031866,NA,HuH7,mid
ENSG00000253374,RP11-257P3.3,-0.310318085,0.625151944,NA,HepG2,mid
ENSG00000253374,RP11-257P3.3,0.04559446,0.927873028,NA,HuH7,early
ENSG00000253374,RP11-257P3.3,-2.202452754,0.00239486,NA,HepG2,early
ENSG00000253374,RP11-257P3.3,0.598132779,0.268031866,NA,HuH7,mid
ENSG00000253376,RP11-44D19.1,-0.459798472,0.45266643,NA,HuH7,early
ENSG00000253376,RP11-44D19.1,-0.674311773,0.373428245,NA,HepG2,late
ENSG00000253376,RP11-44D19.1,0.084878701,0.909694796,NA,HepG2,early
ENSG00000253376,RP11-44D19.1,0.101992519,0.884603265,NA,HepG2,mid
ENSG00000253376,RP11-44D19.1,0.181592593,0.777895936,NA,HuH7,mid
ENSG00000253377,RP11-566H8.3,-0.870675929,0.26657878,NA,HepG2,mid
ENSG00000253377,RP11-566H8.3,0.142427654,0.857202892,NA,HepG2,late
ENSG00000253377,RP11-566H8.3,-0.096199743,0.894779822,NA,HuH7,mid
ENSG00000253377,RP11-566H8.3,-1.394438415,0.076530986,NA,HepG2,early
ENSG00000253377,RP11-566H8.3,0.904760163,0.180154216,NA,HuH7,early
ENSG00000253380,RP11-738G5.1,1.351402374,0.080459631,NA,HuH7,mid
ENSG00000253380,RP11-738G5.1,0.597642335,0.45231499,NA,HepG2,late
ENSG00000253380,RP11-738G5.1,-0.6702964,0.404429884,NA,HepG2,mid
ENSG00000253380,RP11-738G5.1,0.826523966,0.268371079,NA,HuH7,early
ENSG00000253380,RP11-738G5.1,-0.410875499,0.598451762,NA,HepG2,early
ENSG00000253389,RP11-930P14.1,-0.189664644,0.762492005,NA,HuH7,early
ENSG00000253389,RP11-930P14.1,-0.615927269,0.431254754,NA,HepG2,late
ENSG00000253389,RP11-930P14.1,0.024295068,0.97421801,NA,HepG2,mid
ENSG00000253389,RP11-930P14.1,0.314763438,0.636443185,NA,HuH7,mid
ENSG00000253389,RP11-930P14.1,-0.328031061,0.674662639,NA,HepG2,early
ENSG00000253390,CTC-756D1.2,0.524162067,0.433003015,NA,HepG2,mid
ENSG00000253390,CTC-756D1.2,-0.012163265,0.983080853,NA,HuH7,mid
ENSG00000253390,CTC-756D1.2,1.05494292,0.140375961,NA,HepG2,early
ENSG00000253390,CTC-756D1.2,0.101539608,0.889483418,NA,HepG2,late
ENSG00000253390,CTC-756D1.2,-0.409659168,0.444742549,NA,HuH7,early
ENSG00000253395,KB-1460A1.1,-0.340893603,0.659339323,NA,HepG2,late
ENSG00000253395,KB-1460A1.1,-0.431576313,0.519300669,NA,HuH7,mid
ENSG00000253395,KB-1460A1.1,0.867232871,0.256355259,NA,HepG2,early
ENSG00000253395,KB-1460A1.1,-0.035801619,0.961140684,NA,HepG2,mid
ENSG00000253395,KB-1460A1.1,0.160349204,0.795199688,NA,HuH7,early
ENSG00000253397,RP11-597M17.1,-0.444934873,0.55720558,NA,HuH7,mid
ENSG00000253397,RP11-597M17.1,0.067515872,0.924862691,NA,HuH7,early
ENSG00000253397,RP11-597M17.1,0.974740551,0.226710527,NA,HepG2,mid
ENSG00000253397,RP11-597M17.1,0.561162373,0.481321117,NA,HepG2,early
ENSG00000253397,RP11-597M17.1,0.365755126,0.645329223,NA,HepG2,late
ENSG00000253398,RP11-775B15.2,-0.864195163,0.275002277,NA,HepG2,late
ENSG00000253398,RP11-775B15.2,0.835883415,0.295306056,NA,HepG2,early
ENSG00000253398,RP11-775B15.2,0.655476127,0.350786019,NA,HuH7,early
ENSG00000253398,RP11-775B15.2,-0.120525586,0.872118311,NA,HuH7,mid
ENSG00000253398,RP11-775B15.2,-0.061727579,0.937657579,NA,HepG2,mid
ENSG00000253400,RP11-337A23.6,0.708058683,0.305794814,NA,HepG2,mid
ENSG00000253400,RP11-337A23.6,0.070954361,0.924374878,NA,HepG2,late
ENSG00000253400,RP11-337A23.6,1.285071809,0.049173933,NA,HuH7,mid
ENSG00000253400,RP11-337A23.6,0.38084626,0.608498798,NA,HepG2,early
ENSG00000253400,RP11-337A23.6,0.26038614,0.680295893,NA,HuH7,early
ENSG00000253404,AC034243.1,-0.023034556,0.975154985,NA,HepG2,mid
ENSG00000253404,AC034243.1,-0.372054096,0.559023181,NA,HuH7,early
ENSG00000253404,AC034243.1,0.155125109,0.817616217,NA,HuH7,mid
ENSG00000253404,AC034243.1,0.729096846,0.343959475,NA,HepG2,early
ENSG00000253404,AC034243.1,-0.964946464,0.214642529,NA,HepG2,late
ENSG00000253405,EVX1-AS,-0.200826406,0.758332703,NA,HepG2,mid
ENSG00000253405,EVX1-AS,0.243439656,0.642729508,NA,HuH7,early
ENSG00000253405,EVX1-AS,0.727336633,0.198086499,NA,HuH7,mid
ENSG00000253407,RP11-381I15.1,0.168853122,0.829535718,NA,HepG2,early
ENSG00000253407,RP11-381I15.1,-0.391745413,0.546971057,NA,HuH7,early
ENSG00000253407,RP11-381I15.1,-0.639851701,0.405877695,NA,HepG2,mid
ENSG00000253407,RP11-381I15.1,0.098899205,0.885311222,NA,HuH7,mid
ENSG00000253407,RP11-381I15.1,0.503850015,0.519441241,NA,HepG2,late
ENSG00000253407,RP11-381I15.1,0.168853122,0.829535718,NA,HepG2,early
ENSG00000253407,RP11-381I15.1,-0.391745413,0.546971057,NA,HuH7,early
ENSG00000253407,RP11-381I15.1,-0.639851701,0.405877695,NA,HepG2,mid
ENSG00000253407,RP11-381I15.1,0.098899205,0.885311222,NA,HuH7,mid
ENSG00000253407,RP11-381I15.1,0.503850015,0.519441241,NA,HepG2,late
ENSG00000253408,RP11-231D20.2,-0.232888281,0.617680963,NA,HepG2,mid
ENSG00000253427,RP11-103H7.1,0.133830927,0.859876389,NA,HepG2,mid
ENSG00000253427,RP11-103H7.1,-1.12250888,0.108870066,NA,HuH7,mid
ENSG00000253427,RP11-103H7.1,0.029797443,0.962587057,NA,HuH7,early
ENSG00000253427,RP11-103H7.1,0.103554232,0.895112407,NA,HepG2,late
ENSG00000253427,RP11-103H7.1,0.28595223,0.715038115,NA,HepG2,early
ENSG00000253428,CTB-43E15.2,1.212623866,0.097749348,NA,HepG2,early
ENSG00000253428,CTB-43E15.2,-0.419271179,0.575474444,NA,HepG2,late
ENSG00000253428,CTB-43E15.2,-0.045597292,0.936343242,NA,HuH7,early
ENSG00000253428,CTB-43E15.2,-0.457891698,0.515282315,NA,HepG2,mid
ENSG00000253428,CTB-43E15.2,-0.536227753,0.388256462,NA,HuH7,mid
ENSG00000253433,AC083843.3,0.762196638,0.264928703,NA,HepG2,early
ENSG00000253433,AC083843.3,-0.481722821,0.34452245,NA,HuH7,early
ENSG00000253433,AC083843.3,-0.345713724,0.53001852,NA,HuH7,mid
ENSG00000253433,AC083843.3,-0.311753002,0.62536602,NA,HepG2,mid
ENSG00000253434,RP11-1101K5.1,0.345255069,0.476772921,NA,HuH7,early
ENSG00000253434,RP11-1101K5.1,0.524580374,0.42753328,NA,HepG2,early
ENSG00000253434,RP11-1101K5.1,0.974155959,0.100106055,NA,HepG2,mid
ENSG00000253434,RP11-1101K5.1,0.614342787,0.237658605,NA,HuH7,mid
ENSG00000253434,RP11-1101K5.1,0.130280965,0.847174075,NA,HepG2,late
ENSG00000253438,PCAT1,0.392555804,0.465625285,NA,HepG2,mid
ENSG00000253438,PCAT1,0.426623138,0.353700343,NA,HuH7,mid
ENSG00000253438,PCAT1,0.56589154,0.179710852,NA,HuH7,early
ENSG00000253438,PCAT1,0.392555804,0.465625285,NA,HepG2,mid
ENSG00000253438,PCAT1,0.426623138,0.353700343,NA,HuH7,mid
ENSG00000253438,PCAT1,0.56589154,0.179710852,NA,HuH7,early
ENSG00000253444,AC133633.2,0.131898622,0.842706443,NA,HuH7,mid
ENSG00000253444,AC133633.2,0.64485542,0.293904629,NA,HuH7,early
ENSG00000253444,AC133633.2,-0.731429292,0.343172233,NA,HepG2,early
ENSG00000253444,AC133633.2,-0.255295086,0.72912787,NA,HepG2,mid
ENSG00000253444,AC133633.2,0.103804843,0.89262036,NA,HepG2,late
ENSG00000253445,CTB-79E8.2,-0.400364492,0.614506154,NA,HepG2,mid
ENSG00000253445,CTB-79E8.2,-0.830870688,0.253772155,NA,HuH7,early
ENSG00000253445,CTB-79E8.2,-1.116747599,0.159493519,NA,HepG2,late
ENSG00000253445,CTB-79E8.2,-0.830459232,0.296607499,NA,HepG2,early
ENSG00000253445,CTB-79E8.2,-0.503812779,0.50693321,NA,HuH7,mid
ENSG00000253447,RP11-619L12.4,-0.128081401,0.853571539,NA,HepG2,mid
ENSG00000253447,RP11-619L12.4,0.438573251,0.547416616,NA,HepG2,late
ENSG00000253447,RP11-619L12.4,-0.461363988,0.464071962,NA,HuH7,mid
ENSG00000253447,RP11-619L12.4,0.06907397,0.905048609,NA,HuH7,early
ENSG00000253447,RP11-619L12.4,-0.477277383,0.521142911,NA,HepG2,early
ENSG00000253452,RP11-473J6.1,-0.175190954,0.748812136,NA,HuH7,mid
ENSG00000253452,RP11-473J6.1,0.416702144,0.553407942,NA,HepG2,early
ENSG00000253452,RP11-473J6.1,0.097152232,0.846692354,NA,HuH7,early
ENSG00000253452,RP11-473J6.1,-1.008546428,0.172119838,NA,HepG2,late
ENSG00000253452,RP11-473J6.1,-1.119666087,0.104442686,NA,HepG2,mid
ENSG00000253452,RP11-473J6.1,-0.175190954,0.748812136,NA,HuH7,mid
ENSG00000253452,RP11-473J6.1,0.416702144,0.553407942,NA,HepG2,early
ENSG00000253452,RP11-473J6.1,0.097152232,0.846692354,NA,HuH7,early
ENSG00000253452,RP11-473J6.1,-1.008546428,0.172119838,NA,HepG2,late
ENSG00000253452,RP11-473J6.1,-1.119666087,0.104442686,NA,HepG2,mid
ENSG00000253455,RP11-770E5.3,0.418604008,0.604227023,NA,HepG2,mid
ENSG00000253455,RP11-770E5.3,-0.755779417,0.301086949,NA,HuH7,mid
ENSG00000253455,RP11-770E5.3,1.910940178,0.017994106,NA,HepG2,early
ENSG00000253455,RP11-770E5.3,0.439540903,0.581913129,NA,HepG2,late
ENSG00000253455,RP11-770E5.3,-0.320470591,0.639871611,NA,HuH7,early
ENSG00000253470,RP11-697B24.1,-0.712319191,0.364124518,NA,HepG2,early
ENSG00000253470,RP11-697B24.1,-0.698997364,0.372821692,NA,HepG2,late
ENSG00000253470,RP11-697B24.1,0.197374676,0.756752089,NA,HuH7,early
ENSG00000253470,RP11-697B24.1,-0.076176417,0.911149094,NA,HuH7,mid
ENSG00000253470,RP11-697B24.1,-1.057221642,0.172224221,NA,HepG2,mid
ENSG00000253474,RP11-10H3.1,0.103059032,0.83511422,NA,HuH7,early
ENSG00000253474,RP11-10H3.1,-0.236986616,0.660657833,NA,HuH7,mid
ENSG00000253474,RP11-10H3.1,0.36993375,0.564788593,NA,HepG2,mid
ENSG00000253477,RP11-1C8.4,0.009807083,0.983976809,NA,HuH7,mid
ENSG00000253477,RP11-1C8.4,-0.097955727,0.82743163,NA,HuH7,early
ENSG00000253477,RP11-1C8.4,-0.504066497,0.384433994,NA,HepG2,mid
ENSG00000253479,RP11-744J10.3,-0.635642373,0.283153106,NA,HepG2,mid
ENSG00000253479,RP11-744J10.3,0.373670801,0.456434749,NA,HuH7,mid
ENSG00000253479,RP11-744J10.3,-0.205770637,0.659796197,NA,HuH7,early
ENSG00000253484,RP11-109P6.2,-0.353345284,0.653945168,NA,HepG2,late
ENSG00000253484,RP11-109P6.2,1.972621717,0.004018268,NA,HuH7,early
ENSG00000253484,RP11-109P6.2,-0.54726885,0.487607343,NA,HepG2,early
ENSG00000253484,RP11-109P6.2,0.062573792,0.934784704,NA,HepG2,mid
ENSG00000253484,RP11-109P6.2,1.676243303,0.020887343,NA,HuH7,mid
ENSG00000253489,RP11-114O8.1,1.231520412,0.115091429,NA,HuH7,mid
ENSG00000253489,RP11-114O8.1,1.416848235,0.078311138,NA,HepG2,early
ENSG00000253489,RP11-114O8.1,0.611855023,0.448277654,NA,HepG2,mid
ENSG00000253489,RP11-114O8.1,1.761040841,0.018240664,NA,HuH7,early
ENSG00000253489,RP11-114O8.1,0.705680058,0.377272625,NA,HepG2,late
ENSG00000253496,RP11-13N12.1,0.175078045,0.791846864,NA,HepG2,mid
ENSG00000253496,RP11-13N12.1,0.202675948,0.731386594,NA,HuH7,mid
ENSG00000253496,RP11-13N12.1,0.091945257,0.867149186,NA,HuH7,early
ENSG00000253496,RP11-13N12.1,-0.187069277,0.795316715,NA,HepG2,early
ENSG00000253496,RP11-13N12.1,0.311715338,0.661448125,NA,HepG2,late
ENSG00000253496,RP11-13N12.1,0.175078045,0.791846864,NA,HepG2,mid
ENSG00000253496,RP11-13N12.1,0.202675948,0.731386594,NA,HuH7,mid
ENSG00000253496,RP11-13N12.1,0.091945257,0.867149186,NA,HuH7,early
ENSG00000253496,RP11-13N12.1,-0.187069277,0.795316715,NA,HepG2,early
ENSG00000253496,RP11-13N12.1,0.311715338,0.661448125,NA,HepG2,late
ENSG00000253503,RP11-653B10.1,-0.262370133,0.573420352,NA,HuH7,early
ENSG00000253503,RP11-653B10.1,0.163722618,0.74508433,NA,HuH7,mid
ENSG00000253503,RP11-653B10.1,-0.038845805,0.950582174,NA,HepG2,mid
ENSG00000253505,CTA-398F10.1,0.024108724,0.963655177,NA,HuH7,mid
ENSG00000253505,CTA-398F10.1,0.109560958,0.870493158,NA,HepG2,early
ENSG00000253505,CTA-398F10.1,-0.205227877,0.675858044,NA,HuH7,early
ENSG00000253505,CTA-398F10.1,0.145446987,0.811692,NA,HepG2,mid
ENSG00000253507,CTD-2501M5.1,-0.070612317,0.875407008,NA,HuH7,early
ENSG00000253507,CTD-2501M5.1,0.170794727,0.72449214,NA,HuH7,mid
ENSG00000253507,CTD-2501M5.1,0.765103015,0.203885598,NA,HepG2,mid
ENSG00000253507,CTD-2501M5.1,0.193816002,0.779490812,NA,HepG2,late
ENSG00000253507,CTD-2501M5.1,1.15520568,0.075897311,NA,HepG2,early
ENSG00000253510,RP5-991O23.1,-0.116387511,0.82575752,NA,HepG2,mid
ENSG00000253510,RP5-991O23.1,-0.002615076,0.994784749,NA,HuH7,early
ENSG00000253510,RP5-991O23.1,-0.288419418,0.511375619,NA,HuH7,mid
ENSG00000253513,RP11-6D1.3,-0.350221795,0.654091749,NA,HepG2,early
ENSG00000253513,RP11-6D1.3,0.532816274,0.440589328,NA,HuH7,mid
ENSG00000253513,RP11-6D1.3,0.033976917,0.958755143,NA,HuH7,early
ENSG00000253513,RP11-6D1.3,-0.941116197,0.228874715,NA,HepG2,late
ENSG00000253513,RP11-6D1.3,-0.489849694,0.518802089,NA,HepG2,mid
ENSG00000253523,RP11-1112C15.2,-0.446884057,0.571995919,NA,HepG2,late
ENSG00000253523,RP11-1112C15.2,-0.450716008,0.560155576,NA,HepG2,mid
ENSG00000253523,RP11-1112C15.2,0.659726261,0.403838268,NA,HepG2,early
ENSG00000253523,RP11-1112C15.2,0.364428078,0.601210389,NA,HuH7,early
ENSG00000253523,RP11-1112C15.2,0.16878674,0.819028658,NA,HuH7,mid
ENSG00000253526,RP11-152P17.3,-0.233194928,0.754797017,NA,HepG2,mid
ENSG00000253526,RP11-152P17.3,-0.40918136,0.598487857,NA,HepG2,early
ENSG00000253526,RP11-152P17.3,0.524179938,0.429227835,NA,HuH7,early
ENSG00000253526,RP11-152P17.3,-1.568217959,0.043387488,NA,HepG2,late
ENSG00000253526,RP11-152P17.3,-0.142119736,0.842538056,NA,HuH7,mid
ENSG00000253530,RP11-103H7.3,0.109902106,0.865947201,NA,HuH7,mid
ENSG00000253530,RP11-103H7.3,-1.033383246,0.183129998,NA,HepG2,late
ENSG00000253530,RP11-103H7.3,-0.137490939,0.821963916,NA,HuH7,early
ENSG00000253530,RP11-103H7.3,-0.320589185,0.678515179,NA,HepG2,early
ENSG00000253530,RP11-103H7.3,0.195329997,0.790482444,NA,HepG2,mid
ENSG00000253535,RP11-624C23.1,-0.162128498,0.816053191,NA,HepG2,early
ENSG00000253535,RP11-624C23.1,-0.032155756,0.950403279,NA,HuH7,early
ENSG00000253535,RP11-624C23.1,-0.007844026,0.988806618,NA,HuH7,mid
ENSG00000253535,RP11-624C23.1,-0.704591592,0.278086885,NA,HepG2,mid
ENSG00000253549,RP11-317J10.2,-0.137504516,0.781204392,NA,HuH7,mid
ENSG00000253549,RP11-317J10.2,-0.350538936,0.442054465,NA,HuH7,early
ENSG00000253549,RP11-317J10.2,-0.264680079,0.670042953,NA,HepG2,mid
ENSG00000253553,RP11-586K2.1,-0.482450744,0.389786076,NA,HepG2,mid
ENSG00000253553,RP11-586K2.1,-0.273114256,0.521720429,NA,HuH7,early
ENSG00000253553,RP11-586K2.1,-0.502503734,0.281909976,NA,HuH7,mid
ENSG00000253553,RP11-586K2.1,-0.482450744,0.389786076,NA,HepG2,mid
ENSG00000253553,RP11-586K2.1,-0.273114256,0.521720429,NA,HuH7,early
ENSG00000253553,RP11-586K2.1,-0.502503734,0.281909976,NA,HuH7,mid
ENSG00000253557,RP11-1080G15.1,-0.510160796,0.342037714,NA,HepG2,mid
ENSG00000253557,RP11-1080G15.1,-0.312894401,0.451972781,NA,HuH7,early
ENSG00000253557,RP11-1080G15.1,-0.210437699,0.642004997,NA,HuH7,mid
ENSG00000253557,RP11-1080G15.1,-0.510160796,0.342037714,NA,HepG2,mid
ENSG00000253557,RP11-1080G15.1,-0.312894401,0.451972781,NA,HuH7,early
ENSG00000253557,RP11-1080G15.1,-0.210437699,0.642004997,NA,HuH7,mid
ENSG00000253559,OSGEPL1-AS1,-0.221351369,0.63087975,NA,HepG2,mid
ENSG00000253561,CTD-2588J1.1,-0.940125674,0.149317479,NA,HuH7,early
ENSG00000253561,CTD-2588J1.1,-1.112216261,0.146489666,NA,HepG2,mid
ENSG00000253561,CTD-2588J1.1,-0.430680706,0.581618154,NA,HepG2,late
ENSG00000253561,CTD-2588J1.1,-0.292115253,0.708456465,NA,HepG2,early
ENSG00000253561,CTD-2588J1.1,-0.652604978,0.344462112,NA,HuH7,mid
ENSG00000253573,RP11-351C8.1,0.188403276,0.799846611,NA,HuH7,early
ENSG00000253573,RP11-351C8.1,-0.053727085,0.94635244,NA,HepG2,late
ENSG00000253573,RP11-351C8.1,-0.419468657,0.598844995,NA,HepG2,mid
ENSG00000253573,RP11-351C8.1,-0.627437274,0.430394228,NA,HepG2,early
ENSG00000253573,RP11-351C8.1,0.749241916,0.328515006,NA,HuH7,mid
ENSG00000253574,RP11-284H18.1,-0.22326885,0.736623369,NA,HuH7,mid
ENSG00000253574,RP11-284H18.1,-0.103004916,0.893952593,NA,HepG2,late
ENSG00000253574,RP11-284H18.1,-0.325925374,0.66075486,NA,HepG2,mid
ENSG00000253574,RP11-284H18.1,-0.412258868,0.508669999,NA,HuH7,early
ENSG00000253574,RP11-284H18.1,0.118850708,0.877402466,NA,HepG2,early
ENSG00000253577,RP11-100L22.3,0.237058202,0.745871248,NA,HepG2,early
ENSG00000253577,RP11-100L22.3,0.26387283,0.697950984,NA,HepG2,mid
ENSG00000253577,RP11-100L22.3,0.051281153,0.93473527,NA,HuH7,mid
ENSG00000253577,RP11-100L22.3,-0.177163218,0.80955998,NA,HepG2,late
ENSG00000253577,RP11-100L22.3,-0.028993381,0.960472491,NA,HuH7,early
ENSG00000253582,RP11-649G15.2,0.276270177,0.607396594,NA,HuH7,early
ENSG00000253582,RP11-649G15.2,0.577817136,0.368844393,NA,HepG2,mid
ENSG00000253582,RP11-649G15.2,1.066243315,0.126868407,NA,HepG2,early
ENSG00000253582,RP11-649G15.2,-0.091425747,0.875801145,NA,HuH7,mid
ENSG00000253583,RP11-573J24.1,0.00081695,0.998765882,NA,HuH7,early
ENSG00000253583,RP11-573J24.1,-0.058860074,0.918007598,NA,HuH7,mid
ENSG00000253583,RP11-573J24.1,0.161866942,0.819625746,NA,HepG2,mid
ENSG00000253591,CTC-265N9.1,0.157608011,0.761541936,NA,HuH7,early
ENSG00000253591,CTC-265N9.1,-1.951642446,0.00782259,NA,HepG2,late
ENSG00000253591,CTC-265N9.1,-0.290039996,0.650375313,NA,HepG2,mid
ENSG00000253591,CTC-265N9.1,0.684047062,0.320032671,NA,HepG2,early
ENSG00000253591,CTC-265N9.1,-0.176734761,0.754653623,NA,HuH7,mid
ENSG00000253591,CTC-265N9.1,0.157608011,0.761541936,NA,HuH7,early
ENSG00000253591,CTC-265N9.1,-1.951642446,0.00782259,NA,HepG2,late
ENSG00000253591,CTC-265N9.1,-0.290039996,0.650375313,NA,HepG2,mid
ENSG00000253591,CTC-265N9.1,0.684047062,0.320032671,NA,HepG2,early
ENSG00000253591,CTC-265N9.1,-0.176734761,0.754653623,NA,HuH7,mid
ENSG00000253595,CTD-3064M3.1,0.405611555,0.483277245,NA,HuH7,mid
ENSG00000253595,CTD-3064M3.1,0.367964794,0.594254284,NA,HepG2,mid
ENSG00000253595,CTD-3064M3.1,0.602992541,0.412424122,NA,HepG2,early
ENSG00000253595,CTD-3064M3.1,0.311993052,0.560771525,NA,HuH7,early
ENSG00000253596,CTD-2320G14.2,-0.753824673,0.340117271,NA,HepG2,early
ENSG00000253596,CTD-2320G14.2,0.374594261,0.571036542,NA,HuH7,early
ENSG00000253596,CTD-2320G14.2,0.109737239,0.876346698,NA,HuH7,mid
